age,height,weight,gender,status
26,180,86,F,not_fit
29,167,60,F,fit
27,165,68,F,fit
19,188,49,F,not_fit
30,150,80,F,not_fit
34,170,60,F,fit
22,152,77,M,not_fit
10,164,53,M,fit
16,172,43,F,fit
9,110,13,M,not_fit
32,157,89,M,not_fit
18,182,61,M,fit
15,147,34,M,fit
19,167,103,M,not_fit
34,169,109,M,not_fit
27,175,50,M,fit
13,158,41,F,fit
25,152,62,F,not_fit
6,91,23,F,not_fit
6,96,31,M,not_fit
20,164,65,M,fit
35,152,76,F,not_fit
24,153,76,M,not_fit
22,186,77,M,fit
31,183,93,F,not_fit
34,157,75,M,not_fit
14,169,48,F,fit
9,92,30,M,not_fit
32,161,87,F,not_fit
6,127,24,M,fit
8,124,18,M,not_fit
20,155,52,M,fit
11,165,65,M,fit
30,187,78,F,fit
22,154,97,F,not_fit
24,158,83,M,not_fit
19,164,90,M,not_fit
29,178,85,F,not_fit
34,150,71,M,not_fit
28,189,87,M,fit
10,135,64,F,not_fit
31,156,95,F,not_fit
13,178,61,M,fit
34,185,49,M,fit
40,185,89,F,not_fit
10,173,43,F,fit
5,139,19,F,not_fit
5,127,34,F,fit
9,121,34,M,fit
8,135,12,M,not_fit
6,127,14,M,not_fit
16,177,46,F,fit
30,187,45,M,not_fit
31,169,48,M,fit
9,92,16,M,fit
28,161,102,F,not_fit
25,154,87,M,not_fit
39,165,66,F,fit
25,186,90,F,not_fit
27,159,103,M,not_fit
38,180,57,M,fit
19,171,92,M,not_fit
36,177,78,M,fit
10,147,30,F,not_fit
23,173,110,F,not_fit
22,165,59,F,fit
15,179,52,F,fit
15,170,63,F,fit
20,179,93,M,not_fit
40,189,55,M,fit
10,157,50,M,fit
35,165,54,F,fit
14,163,42,F,fit
10,149,46,F,fit
23,172,78,M,not_fit
9,124,20,M,not_fit
34,185,110,F,not_fit
36,151,58,M,not_fit
30,159,76,M,not_fit
5,107,25,M,fit
5,115,34,M,not_fit
16,131,66,M,not_fit
18,159,88,M,not_fit
39,178,85,F,not_fit
11,154,37,M,fit
39,189,68,M,fit
16,145,31,M,fit
27,189,78,M,fit
29,180,78,F,fit
38,151,70,M,not_fit
7,111,32,M,not_fit
6,100,25,M,fit
14,160,59,F,fit
12,152,51,F,fit
26,156,58,F,fit
24,174,71,M,fit
13,176,56,M,fit
33,151,98,M,not_fit
7,94,24,M,not_fit
16,153,68,M,not_fit
11,168,63,M,fit
19,185,96,F,not_fit
5,90,25,M,not_fit
13,174,52,F,fit
35,151,82,F,not_fit
32,182,104,F,not_fit
11,130,57,M,not_fit
25,165,77,F,not_fit
9,107,20,M,fit
12,134,61,M,not_fit
10,165,57,M,fit
28,164,108,F,not_fit
32,153,105,M,not_fit
35,161,73,M,not_fit
35,188,100,M,not_fit
30,157,101,F,not_fit
18,161,51,M,fit
40,169,56,M,fit
24,184,51,M,fit
12,150,46,F,fit
5,128,20,F,not_fit
32,170,48,F,fit
35,164,52,F,fit
36,168,107,F,not_fit
31,161,45,M,fit
5,127,15,F,not_fit
24,188,61,F,fit
28,180,72,M,fit
27,180,99,M,not_fit
6,123,13,F,not_fit
29,166,53,M,fit
9,116,22,M,fit
33,161,90,M,not_fit
27,166,86,M,not_fit
33,184,65,F,fit
16,157,64,M,not_fit
21,158,59,M,fit
15,160,32,F,not_fit
27,167,89,F,not_fit
24,186,86,M,fit
21,187,71,M,fit
9,139,25,M,not_fit
19,183,50,M,fit
34,190,85,F,fit
5,101,16,F,fit
16,170,50,F,fit
39,158,79,F,not_fit
38,184,58,M,fit
34,171,98,F,not_fit
37,162,74,F,not_fit
9,126,25,M,fit
35,181,85,M,not_fit
35,151,76,F,not_fit
6,125,27,M,fit
24,151,80,M,not_fit
35,154,93,F,not_fit
33,150,104,M,not_fit
36,184,50,M,fit
5,95,15,F,fit
17,149,68,F,not_fit
17,149,34,M,fit
18,156,104,M,not_fit
7,122,34,F,fit
15,157,56,M,fit
38,165,64,F,fit
35,167,76,M,not_fit
6,105,26,F,fit
16,131,57,F,not_fit
14,172,59,M,fit
11,166,49,F,fit
32,173,110,M,not_fit
38,154,86,F,not_fit
35,163,71,M,not_fit
6,118,34,F,fit
13,161,42,M,fit
11,174,33,M,not_fit
38,150,68,M,not_fit
39,187,87,M,fit
12,162,43,F,fit
19,186,73,M,fit
36,176,51,F,fit
25,177,56,F,fit
40,188,89,F,not_fit
9,96,12,M,not_fit
17,179,64,F,fit
14,158,65,F,not_fit
14,179,67,F,fit
37,167,98,F,not_fit
5,99,33,M,not_fit
8,94,17,F,fit
18,156,46,M,fit
13,149,36,M,fit
24,175,86,M,not_fit
35,167,88,M,not_fit
37,187,101,M,not_fit
29,190,92,F,not_fit
10,163,55,F,fit
15,141,69,M,not_fit
11,173,56,F,fit
26,161,52,M,fit
15,175,60,F,fit
31,155,81,M,not_fit
11,133,37,F,fit
9,102,29,M,not_fit
24,153,103,M,not_fit
35,179,109,M,not_fit
18,166,46,F,fit
35,183,67,M,fit
30,158,82,M,not_fit
7,94,28,F,not_fit
16,170,35,M,not_fit
37,190,70,M,fit
26,187,75,F,fit
20,162,67,M,not_fit
38,188,68,M,fit
40,163,96,M,not_fit
20,185,91,F,not_fit
12,170,45,F,fit
12,159,45,M,fit
32,187,92,M,not_fit
7,122,15,M,not_fit
32,150,49,F,fit
24,150,105,M,not_fit
23,155,81,F,not_fit
39,171,48,F,fit
8,110,28,M,fit
31,189,95,M,not_fit
18,182,76,F,fit
8,106,29,F,not_fit
24,176,92,F,not_fit
12,140,68,F,not_fit
21,164,79,F,not_fit
17,141,32,M,fit
14,165,64,M,fit
18,178,47,M,fit
12,147,58,F,not_fit
23,189,93,F,not_fit
26,176,85,M,not_fit
16,140,32,M,fit
9,124,33,F,fit
35,154,46,M,fit
31,157,45,F,fit
26,166,68,F,fit
32,162,79,F,not_fit
34,178,50,M,fit
12,137,34,F,fit
23,181,90,M,not_fit
13,133,64,F,not_fit
13,174,55,M,fit
5,136,17,F,not_fit
36,164,90,F,not_fit
18,185,102,M,not_fit
29,164,81,M,not_fit
31,177,80,M,not_fit
23,153,45,M,fit
11,153,68,F,not_fit
12,164,64,F,fit
33,153,102,F,not_fit
13,170,41,M,fit
5,106,25,M,fit
32,176,73,F,fit
8,90,32,F,not_fit
27,164,72,F,not_fit
19,188,51,F,fit
34,181,94,F,not_fit
18,190,52,M,fit
15,147,54,F,fit
8,95,17,M,fit
8,140,32,F,fit
21,187,107,M,not_fit
40,177,103,F,not_fit
6,113,23,M,fit
23,187,86,F,fit
16,145,59,F,not_fit
37,160,83,F,not_fit
19,151,88,M,not_fit
10,138,32,F,fit
36,175,80,F,not_fit
38,168,49,F,fit
20,180,76,M,fit
28,156,105,M,not_fit
26,159,84,F,not_fit
17,146,43,F,fit
40,167,106,F,not_fit
21,190,99,F,not_fit
40,163,64,M,fit
35,168,96,M,not_fit
24,178,66,F,fit
37,164,45,F,fit
37,175,76,M,fit
7,113,13,M,not_fit
30,157,47,F,fit
5,122,31,F,fit
8,122,29,F,fit
26,190,63,M,fit
39,171,52,M,fit
27,153,79,M,not_fit
19,187,107,M,not_fit
14,177,59,M,fit
14,135,58,F,not_fit
9,130,20,F,not_fit
29,153,101,F,not_fit
9,130,18,F,not_fit
8,91,14,M,fit
27,166,95,F,not_fit
13,136,45,M,fit
21,187,63,M,fit
7,121,33,M,fit
37,151,55,F,fit
25,164,79,F,not_fit
6,134,13,F,not_fit
39,187,107,F,not_fit
19,176,103,M,not_fit
13,143,46,F,fit
25,183,64,F,fit
40,171,46,F,fit
38,158,69,F,not_fit
36,150,61,F,not_fit
10,154,49,M,fit
23,179,105,F,not_fit
33,158,75,M,not_fit
24,168,108,F,not_fit
9,126,26,F,fit
38,152,67,F,not_fit
16,137,44,F,fit
7,120,29,F,fit
29,183,64,F,fit
30,170,105,F,not_fit
16,141,64,M,not_fit
6,108,35,F,not_fit
12,144,49,F,fit
39,155,57,F,fit
6,138,15,F,not_fit
32,153,47,F,fit
14,141,63,F,not_fit
24,150,95,M,not_fit
28,159,85,M,not_fit
6,95,29,M,not_fit
6,121,18,M,not_fit
36,185,79,F,fit
31,155,48,F,fit
11,135,57,M,not_fit
29,172,93,F,not_fit
39,187,59,F,fit
26,166,90,F,not_fit
19,189,67,F,fit
19,159,109,F,not_fit
12,179,41,M,not_fit
31,171,93,F,not_fit
16,143,44,F,fit
18,170,109,F,not_fit
6,106,18,F,fit
10,168,46,F,fit
28,175,95,M,not_fit
12,180,41,M,not_fit
14,166,33,F,not_fit
5,107,14,F,not_fit
32,160,108,F,not_fit
25,179,60,M,fit
7,112,29,M,fit
15,144,43,M,fit
5,136,14,M,not_fit
11,160,37,F,fit
5,134,17,F,not_fit
32,173,97,M,not_fit
25,157,104,M,not_fit
11,131,64,F,not_fit
20,171,89,F,not_fit
14,146,31,M,fit
24,175,90,F,not_fit
25,190,84,M,fit
20,180,78,F,fit
20,185,85,M,fit
16,150,40,F,fit
18,158,109,F,not_fit
23,176,89,M,not_fit
21,179,90,F,not_fit
21,159,82,F,not_fit
14,140,49,M,not_fit
23,176,46,F,fit
17,165,36,M,not_fit
24,156,74,F,not_fit
21,175,47,F,fit
10,138,44,F,fit
8,114,35,F,not_fit
40,157,75,F,not_fit
17,158,43,F,fit
32,166,55,M,fit
8,91,22,F,not_fit
27,189,97,F,not_fit
30,181,97,M,not_fit
40,164,108,F,not_fit
31,162,59,F,fit
12,135,34,F,fit
29,174,57,F,fit
38,166,102,F,not_fit
36,163,101,M,not_fit
36,165,81,F,not_fit
15,162,41,F,fit
28,159,51,F,fit
26,159,94,M,not_fit
32,166,77,F,not_fit
22,183,90,F,not_fit
25,166,45,M,fit
33,168,47,M,fit
33,178,103,M,not_fit
26,176,56,M,fit
33,180,81,F,fit
19,176,99,M,not_fit
16,151,39,M,fit
23,186,109,F,not_fit
37,186,87,M,not_fit
28,177,82,F,not_fit
12,145,59,M,not_fit
35,175,78,F,not_fit
11,178,38,F,not_fit
19,182,55,M,fit
30,162,46,M,fit
22,164,71,F,not_fit
11,133,47,M,not_fit
25,173,95,F,not_fit
30,158,79,M,not_fit
16,166,47,F,fit
40,172,86,M,not_fit
34,186,58,F,fit
10,165,48,M,fit
40,182,92,F,not_fit
27,186,67,F,fit
29,177,90,M,not_fit
22,177,83,F,not_fit
20,165,54,M,fit
30,151,50,M,fit
38,173,76,F,not_fit
28,154,97,M,not_fit
27,180,69,M,fit
39,181,96,F,not_fit
32,175,103,F,not_fit
19,167,54,M,fit
36,161,53,M,fit
26,179,76,M,fit
36,166,97,F,not_fit
10,145,70,M,not_fit
29,179,104,F,not_fit
16,163,59,F,fit
16,173,47,M,fit
13,137,46,F,fit
21,157,96,M,not_fit
10,143,49,F,fit
34,185,75,F,fit
32,183,56,M,fit
25,152,82,F,not_fit
12,131,62,M,not_fit
37,151,46,F,fit
8,97,15,F,fit
21,153,58,M,fit
26,157,102,F,not_fit
28,169,64,F,fit
30,158,47,M,fit
29,155,94,F,not_fit
11,139,47,F,fit
13,130,37,M,fit
14,130,37,M,fit
38,161,89,F,not_fit
17,169,41,M,fit
35,179,63,M,fit
17,140,65,M,not_fit
21,186,71,F,fit
27,163,46,F,fit
22,162,87,M,not_fit
6,107,28,M,fit
25,180,59,F,fit
17,171,60,F,fit
8,132,18,F,not_fit
30,161,88,F,not_fit
40,164,65,F,fit
16,141,55,F,not_fit
5,118,12,F,not_fit
17,180,44,F,not_fit
22,182,89,F,not_fit
13,167,48,M,fit
36,166,46,M,fit
15,154,70,M,not_fit
6,102,28,F,not_fit
16,173,36,F,not_fit
11,175,54,F,fit
23,181,61,F,fit
20,163,92,M,not_fit
24,185,87,F,not_fit
27,175,72,F,fit
40,184,95,F,not_fit
23,161,71,F,not_fit
26,166,49,M,fit
20,162,74,M,not_fit
38,187,99,M,not_fit
22,169,57,M,fit
10,172,44,F,fit
23,169,64,M,fit
29,154,86,M,not_fit
16,169,66,F,fit
14,165,44,F,fit
31,182,110,M,not_fit
40,189,61,M,fit
26,151,66,M,not_fit
22,189,99,F,not_fit
6,93,31,F,not_fit
23,155,92,F,not_fit
35,188,98,F,not_fit
14,153,38,M,fit
23,187,67,M,fit
33,170,86,F,not_fit
39,155,92,M,not_fit
37,169,81,F,not_fit
14,165,44,F,fit
19,169,85,F,not_fit
32,159,90,M,not_fit
6,120,32,F,fit
25,176,91,F,not_fit
19,172,108,F,not_fit
14,155,34,M,fit
38,182,69,M,fit
9,124,13,F,not_fit
16,162,43,F,fit
30,155,69,M,not_fit
18,169,79,F,not_fit
7,114,22,M,fit
36,184,110,M,not_fit
8,120,28,M,fit
29,175,56,M,fit
8,110,27,F,fit
23,175,103,M,not_fit
29,175,104,F,not_fit
39,176,95,F,not_fit
40,184,110,F,not_fit
32,167,95,M,not_fit
8,105,22,F,fit
26,159,88,F,not_fit
6,137,34,F,fit
20,152,60,F,not_fit
5,139,25,M,not_fit
34,189,50,F,not_fit
6,116,31,F,fit
11,163,67,M,not_fit
13,172,60,M,fit
20,178,54,F,fit
14,145,59,F,not_fit
11,154,64,F,not_fit
15,145,70,M,not_fit
38,176,46,M,fit
33,166,97,F,not_fit
11,131,41,M,fit
13,176,50,F,fit
20,165,81,M,not_fit
16,170,70,F,fit
33,156,47,M,fit
35,178,49,F,fit
21,169,102,F,not_fit
31,169,84,M,not_fit
30,169,53,F,fit
25,157,51,F,fit
11,142,41,F,fit
12,156,31,M,not_fit
16,153,53,F,fit
16,145,36,M,fit
16,146,63,M,not_fit
9,118,35,M,not_fit
7,138,35,F,fit
13,166,54,F,fit
9,136,13,M,not_fit
12,150,57,F,not_fit
20,167,45,F,fit
32,155,78,F,not_fit
10,166,40,F,fit
15,147,40,F,fit
40,169,91,M,not_fit
37,168,99,M,not_fit
22,168,94,M,not_fit
16,161,44,F,fit
25,153,102,M,not_fit
19,189,69,M,fit
29,181,80,M,fit
33,169,104,F,not_fit
7,137,26,F,not_fit
34,184,87,F,not_fit
14,160,43,M,fit
12,177,70,F,fit
30,155,47,M,fit
29,165,109,M,not_fit
36,178,60,F,fit
14,179,33,M,not_fit
21,185,77,F,fit
24,156,99,F,not_fit
10,157,34,M,not_fit
29,173,54,F,fit
7,113,28,M,fit
19,183,64,M,fit
27,174,47,F,fit
26,150,102,M,not_fit
9,136,18,F,not_fit
11,138,55,F,not_fit
8,135,28,M,fit
9,137,29,F,fit
30,171,84,F,not_fit
28,185,104,M,not_fit
15,144,68,F,not_fit
25,158,64,F,not_fit
21,154,80,M,not_fit
19,190,93,F,not_fit
37,154,91,F,not_fit
31,183,104,M,not_fit
33,186,83,M,fit
8,122,12,M,not_fit
40,179,68,F,fit
22,182,64,M,fit
10,178,51,M,fit
23,172,67,F,fit
37,186,79,F,fit
10,167,44,M,fit
27,152,78,M,not_fit
7,124,19,M,not_fit
34,159,66,F,not_fit
18,164,89,M,not_fit
24,174,97,F,not_fit
9,102,17,F,fit
20,171,103,F,not_fit
9,96,33,F,not_fit
26,185,49,F,fit
10,147,56,F,not_fit
25,173,88,F,not_fit
34,178,71,M,fit
33,180,78,M,fit
10,180,48,M,fit
20,153,62,M,not_fit
22,178,110,F,not_fit
7,125,12,F,not_fit
15,165,62,F,fit
10,131,48,M,not_fit
27,161,45,F,fit
26,188,103,F,not_fit
35,154,76,F,not_fit
38,185,74,M,fit
13,166,51,F,fit
5,136,32,M,fit
36,160,52,F,fit
12,136,58,M,not_fit
24,176,75,M,fit
29,150,84,M,not_fit
30,162,102,M,not_fit
5,138,13,M,not_fit
14,130,39,F,fit
17,167,40,F,fit
40,154,103,M,not_fit
28,157,108,M,not_fit
33,166,46,M,fit
39,176,75,M,fit
9,99,34,M,not_fit
32,184,54,F,fit
40,175,72,M,fit
19,187,101,M,not_fit
7,104,28,F,not_fit
24,173,47,F,fit
27,163,96,M,not_fit
9,106,16,M,fit
5,126,17,F,not_fit
24,169,49,F,fit
11,178,55,F,fit
26,171,60,F,fit
29,161,99,F,not_fit
34,173,101,F,not_fit
15,165,47,F,fit
40,150,45,F,fit
30,181,83,M,not_fit
37,188,50,F,fit
40,152,100,F,not_fit
23,152,49,M,fit
23,189,77,M,fit
29,158,68,M,not_fit
26,150,70,F,not_fit
8,121,14,M,not_fit
36,154,85,M,not_fit
16,168,46,F,fit
12,139,50,F,not_fit
22,177,74,F,fit
23,156,102,M,not_fit
26,176,94,M,not_fit
17,176,51,M,fit
31,168,63,F,fit
33,168,78,F,not_fit
24,163,77,M,not_fit
25,160,110,F,not_fit
35,190,59,F,fit
11,144,42,F,fit
26,175,110,M,not_fit
30,154,104,M,not_fit
11,153,49,M,fit
7,113,34,F,not_fit
18,153,71,M,not_fit
40,151,77,M,not_fit
27,172,88,M,not_fit
10,147,31,M,fit
33,166,48,F,fit
38,176,47,F,fit
18,159,54,M,fit
7,105,14,M,not_fit
37,168,68,F,fit
11,151,64,F,not_fit
20,159,80,F,not_fit
16,151,30,F,not_fit
38,175,65,M,fit
5,133,17,F,not_fit
28,161,80,M,not_fit
19,165,51,M,fit
37,184,49,M,fit
19,185,71,F,fit
38,169,79,M,not_fit
9,91,29,F,not_fit
18,155,45,M,fit
28,156,77,M,not_fit
7,100,19,M,fit
11,145,38,F,fit
7,133,31,M,fit
38,156,45,F,fit
38,181,92,M,not_fit
17,162,34,M,not_fit
15,168,42,M,fit
6,121,14,M,not_fit
40,167,105,M,not_fit
6,136,34,M,fit
28,186,82,M,fit
9,131,30,F,fit
18,190,65,M,fit
29,176,47,M,fit
34,172,46,F,fit
32,177,107,M,not_fit
17,156,48,F,fit
20,168,101,F,not_fit
32,158,51,M,fit
21,174,60,M,fit
39,177,48,M,fit
27,177,91,M,not_fit
5,99,28,M,not_fit
23,184,61,F,fit
36,158,109,F,not_fit
12,152,46,F,fit
39,160,99,M,not_fit
23,185,70,M,fit
25,180,61,M,fit
23,182,65,M,fit
10,158,45,F,fit
38,165,67,F,fit
17,134,61,M,not_fit
33,184,60,M,fit
11,162,65,M,fit
25,183,82,M,fit
30,167,96,F,not_fit
36,165,61,M,fit
32,163,74,F,not_fit
17,144,61,F,not_fit
22,188,81,M,fit
40,165,47,F,fit
28,177,100,F,not_fit
30,171,75,F,not_fit
12,140,47,F,fit
11,177,39,F,not_fit
5,114,12,M,not_fit
7,92,17,F,fit
31,184,96,M,not_fit
28,150,70,F,not_fit
21,177,93,M,not_fit
21,152,97,M,not_fit
16,130,33,M,fit
35,162,105,M,not_fit
38,172,64,M,fit
9,123,35,M,fit
16,156,34,F,not_fit
25,168,58,F,fit
40,189,80,F,fit
20,153,84,F,not_fit
40,159,87,M,not_fit
34,175,88,M,not_fit
34,172,107,F,not_fit
37,184,88,M,not_fit
24,156,56,F,fit
25,160,63,M,fit
8,97,32,M,not_fit
19,164,83,F,not_fit
28,165,54,M,fit
19,190,64,M,fit
6,125,16,M,not_fit
28,183,52,M,fit
13,130,39,F,fit
22,157,88,F,not_fit
38,177,73,M,fit
15,159,69,M,not_fit
6,98,15,M,fit
20,176,45,F,fit
28,154,70,F,not_fit
37,159,80,F,not_fit
12,153,33,M,fit
22,155,104,F,not_fit
39,163,106,M,not_fit
7,97,14,F,fit
15,155,65,F,not_fit
14,158,68,F,not_fit
24,166,50,F,fit
6,134,23,M,not_fit
27,151,90,F,not_fit
25,174,97,M,not_fit
6,136,31,F,fit
15,173,55,M,fit
29,187,93,M,not_fit
22,171,85,M,not_fit
20,180,102,F,not_fit
39,168,54,F,fit
25,180,99,F,not_fit
20,181,105,M,not_fit
11,147,68,F,not_fit
16,175,35,M,not_fit
15,134,46,M,not_fit
37,186,50,F,fit
34,176,60,F,fit
6,108,35,F,not_fit
24,176,47,M,fit
27,184,76,F,fit
32,182,66,M,fit
26,168,70,M,fit
25,175,51,F,fit
14,153,40,M,fit
15,163,30,M,not_fit
34,172,95,M,not_fit
27,154,57,M,fit
18,151,61,M,not_fit
32,154,87,F,not_fit
34,184,89,F,not_fit
6,122,26,M,fit
18,160,101,F,not_fit
11,158,41,F,fit
9,119,16,M,not_fit
27,162,49,M,fit
38,160,64,F,fit
37,151,97,F,not_fit
25,174,85,M,not_fit
39,175,76,F,fit
7,120,30,M,fit
34,156,66,M,not_fit
25,178,63,M,fit
40,176,105,F,not_fit
35,177,98,F,not_fit
32,187,73,F,fit
28,155,98,F,not_fit
33,153,82,F,not_fit
17,134,51,F,not_fit
29,165,65,M,fit
22,154,75,F,not_fit
9,106,27,M,fit
21,181,64,M,fit
40,161,69,F,not_fit
17,142,59,M,not_fit
26,183,84,M,not_fit
22,174,86,F,not_fit
27,161,109,M,not_fit
5,90,33,M,not_fit
16,164,41,M,fit
5,106,24,F,fit
12,147,53,M,fit
26,178,100,M,not_fit
14,144,46,M,fit
17,177,69,M,fit
30,156,55,F,fit
35,173,45,M,fit
25,168,46,F,fit
6,135,13,M,not_fit
22,184,85,M,not_fit
38,183,47,M,fit
28,151,86,M,not_fit
9,103,14,M,not_fit
38,180,78,M,fit
38,160,47,F,fit
18,188,103,M,not_fit
24,184,71,F,fit
6,93,28,M,not_fit
18,171,86,F,not_fit
15,161,35,M,not_fit
36,187,82,M,fit
24,171,110,F,not_fit
15,154,31,F,not_fit
14,152,58,F,not_fit
19,153,108,F,not_fit
28,161,77,M,not_fit
19,182,108,M,not_fit
17,179,41,F,not_fit
34,171,70,F,fit
32,154,89,M,not_fit
11,149,40,F,fit
19,181,107,M,not_fit
31,157,80,F,not_fit
17,138,62,F,not_fit
27,173,47,M,fit
40,150,106,F,not_fit
11,180,52,F,fit
37,170,50,M,fit
6,138,13,F,not_fit
8,121,28,M,fit
23,176,104,M,not_fit
20,175,81,M,not_fit
30,162,95,M,not_fit
23,185,51,F,fit
14,166,47,F,fit
7,132,30,F,fit
33,152,108,F,not_fit
33,161,74,F,not_fit
8,92,14,F,fit
37,190,59,M,fit
24,188,63,F,fit
14,137,46,F,fit
26,176,85,F,not_fit
8,95,22,M,fit
19,176,102,M,not_fit
20,166,55,M,fit
24,166,87,M,not_fit
7,136,29,F,fit
12,157,65,F,not_fit
40,182,78,F,fit
28,150,95,M,not_fit
13,154,65,M,not_fit
30,155,97,F,not_fit
34,189,90,F,not_fit
28,189,47,F,not_fit
24,188,106,M,not_fit
27,187,90,F,not_fit
16,156,64,F,not_fit
24,176,60,M,fit
17,142,37,F,fit
32,155,91,F,not_fit
7,111,18,F,fit
17,160,32,M,not_fit
34,173,101,F,not_fit
21,152,67,F,not_fit
15,150,34,M,fit
34,174,105,F,not_fit
37,169,96,M,not_fit
17,150,35,M,fit
31,154,66,M,not_fit
21,166,99,M,not_fit
26,179,108,F,not_fit
19,157,85,F,not_fit
13,130,32,M,fit
16,177,67,M,fit
25,153,82,M,not_fit
36,171,58,F,fit
7,114,34,M,not_fit
34,163,100,M,not_fit
37,152,50,F,fit
37,188,64,F,fit
27,161,99,F,not_fit
18,185,91,M,not_fit
24,152,91,F,not_fit
27,173,86,M,not_fit
7,140,19,F,not_fit
36,155,98,F,not_fit
37,156,65,M,not_fit
10,135,63,F,not_fit
7,125,30,M,fit
18,169,85,F,not_fit
13,162,43,F,fit
14,174,60,M,fit
15,153,40,M,fit
21,184,102,M,not_fit
25,166,99,M,not_fit
7,131,16,F,not_fit
30,181,91,M,not_fit
37,177,58,M,fit
20,159,104,F,not_fit
40,168,46,M,fit
32,169,69,M,fit
35,173,53,M,fit
38,180,49,F,fit
16,166,65,F,fit
23,171,64,F,fit
36,186,105,M,not_fit
26,177,81,F,not_fit
11,153,57,F,fit
31,169,94,M,not_fit
9,115,23,M,fit
15,160,42,M,fit
32,150,90,F,not_fit
6,115,35,F,not_fit
8,107,20,F,fit
16,155,64,F,not_fit
21,179,61,F,fit
18,150,51,F,fit
17,158,69,F,not_fit
6,118,21,M,fit
16,149,55,F,fit
35,181,48,F,fit
32,187,77,F,fit
6,119,35,M,fit
7,94,15,M,fit
27,185,74,M,fit
30,179,92,F,not_fit
33,152,72,F,not_fit
22,157,55,M,fit
23,182,80,M,fit
15,130,69,M,not_fit
31,181,67,M,fit
29,152,61,F,not_fit
35,185,99,F,not_fit
21,154,93,F,not_fit
28,185,95,M,not_fit
28,167,71,M,not_fit
11,170,66,M,fit
11,179,45,M,fit
36,174,78,M,not_fit
21,162,53,M,fit
12,132,47,F,not_fit
20,166,110,M,not_fit
27,156,58,M,fit
29,170,77,F,not_fit
19,163,84,F,not_fit
15,161,65,F,not_fit
32,154,100,F,not_fit
35,188,63,M,fit
22,158,85,F,not_fit
11,166,51,F,fit
15,151,65,M,not_fit
21,151,84,M,not_fit
7,133,22,M,not_fit
23,161,82,M,not_fit
23,162,52,M,fit
33,178,59,F,fit
25,166,95,M,not_fit
21,163,71,F,not_fit
29,158,77,M,not_fit
12,164,53,M,fit
38,173,98,F,not_fit
29,167,67,F,fit
31,183,76,F,fit
33,170,75,F,not_fit
32,182,87,F,not_fit
31,150,85,F,not_fit
11,167,44,F,fit
17,142,60,M,not_fit
24,151,62,M,not_fit
22,176,100,F,not_fit
15,151,64,M,not_fit
39,177,68,M,fit
38,183,75,M,fit
24,174,56,F,fit
18,160,72,F,not_fit
20,174,92,F,not_fit
19,190,62,M,fit
24,188,97,M,not_fit
14,163,39,M,fit
18,187,82,M,fit
21,158,65,F,not_fit
28,157,74,M,not_fit
16,134,57,M,not_fit
17,172,56,F,fit
35,180,108,M,not_fit
5,129,13,M,not_fit
7,98,35,F,not_fit
31,159,107,M,not_fit
35,154,61,M,not_fit
8,117,20,M,fit
32,158,97,M,not_fit
23,188,72,F,fit
14,176,56,F,fit
33,155,75,M,not_fit
33,187,86,F,fit
15,152,37,M,fit
26,156,55,F,fit
35,183,110,M,not_fit
33,187,67,M,fit
13,137,68,F,not_fit
25,169,59,F,fit
6,119,16,F,not_fit
21,174,100,F,not_fit
10,140,66,M,not_fit
14,165,65,F,fit
22,163,104,F,not_fit
17,143,46,M,fit
28,186,58,M,fit
9,136,26,M,fit
40,165,56,M,fit
11,160,41,F,fit
28,187,94,M,not_fit
39,155,93,F,not_fit
31,170,68,F,fit
26,156,58,F,fit
13,141,35,F,fit
27,152,56,M,fit
5,140,27,F,not_fit
6,99,29,M,not_fit
20,189,50,F,not_fit
25,156,51,F,fit
24,180,99,M,not_fit
11,171,32,F,not_fit
30,169,65,F,fit
36,182,106,F,not_fit
20,178,86,F,not_fit
37,166,95,F,not_fit
16,144,63,F,not_fit
15,139,47,F,fit
7,117,20,M,fit
23,163,59,F,fit
19,164,62,M,fit
10,145,65,M,not_fit
20,165,62,M,fit
20,187,76,F,fit
38,169,91,M,not_fit
19,170,50,M,fit
11,162,35,M,not_fit
18,178,89,F,not_fit
13,144,60,M,not_fit
10,175,38,F,not_fit
27,178,66,F,fit
16,156,55,F,fit
38,175,65,M,fit
39,174,82,F,not_fit
36,188,107,F,not_fit
23,188,73,F,fit
27,177,96,M,not_fit
40,168,88,M,not_fit
20,175,74,F,fit
10,154,40,F,fit
20,173,76,F,not_fit
19,160,81,M,not_fit
28,150,94,M,not_fit
36,163,73,M,not_fit
20,185,82,M,fit
22,180,84,M,not_fit
12,142,64,F,not_fit
27,178,75,M,fit
32,187,65,F,fit
8,100,28,M,not_fit
31,186,52,M,fit
19,178,109,F,not_fit
10,141,62,M,not_fit
24,150,93,M,not_fit
8,126,14,F,not_fit
7,92,12,M,fit
20,154,46,F,fit
39,190,92,M,not_fit
15,177,51,F,fit
26,190,57,M,fit
33,165,79,F,not_fit
8,108,35,F,not_fit
6,139,29,M,fit
27,160,45,M,fit
8,112,17,F,not_fit
18,155,89,M,not_fit
39,184,67,M,fit
30,190,81,M,fit
34,183,49,F,fit
35,190,94,F,not_fit
19,165,53,M,fit
15,143,64,M,not_fit
35,165,57,F,fit
10,160,45,F,fit
40,163,60,M,fit
10,164,63,M,fit
